Time_h,Well,OD,Drug_h,Conc_h,Conch_flag,DRUGH_FLAG,Drug_v,DRUGV_FLAG,Conc_v,Concv_flag,Comb_id,Comb,Comb_flags,Full.name,Well_letter,Well_number,quadrant.id,Time_points,plate_id,plate_tp,plate_wellID,mean_1sttp,OD_no1st,strain
1.731388889,A2,0.3044,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,4,CB16.CB_16_N_2,CB16.CB_16_N_2_4,CB16.CB_16_N_2_A2,0.1772,0.090975,N
2.365555556,A2,0.1762,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,5,CB16.CB_16_N_2,CB16.CB_16_N_2_5,CB16.CB_16_N_2_A2,0.1772,0.11835,N
2.933055556,A2,0.2867,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,6,CB16.CB_16_N_2,CB16.CB_16_N_2_6,CB16.CB_16_N_2_A2,0.1772,0.1095,N
3.510277778,A2,0.3172,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,7,CB16.CB_16_N_2,CB16.CB_16_N_2_7,CB16.CB_16_N_2_A2,0.1772,0.14,N
4.0875,A2,0.3284,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,8,CB16.CB_16_N_2,CB16.CB_16_N_2_8,CB16.CB_16_N_2_A2,0.1772,0.1512,N
4.664722222,A2,0.3347,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,9,CB16.CB_16_N_2,CB16.CB_16_N_2_9,CB16.CB_16_N_2_A2,0.1772,0.1575,N
5.241388889,A2,0.3342,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,10,CB16.CB_16_N_2,CB16.CB_16_N_2_10,CB16.CB_16_N_2_A2,0.1772,0.1637,N
5.818611111,A2,0.3471,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,11,CB16.CB_16_N_2,CB16.CB_16_N_2_11,CB16.CB_16_N_2_A2,0.1772,0.1699,N
6.395555556,A2,0.3559,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,12,CB16.CB_16_N_2,CB16.CB_16_N_2_12,CB16.CB_16_N_2_A2,0.1772,0.1787,N
6.972777778,A2,0.3657,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,13,CB16.CB_16_N_2,CB16.CB_16_N_2_13,CB16.CB_16_N_2_A2,0.1772,0.1879,N
7.55,A2,0.3743,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,14,CB16.CB_16_N_2,CB16.CB_16_N_2_14,CB16.CB_16_N_2_A2,0.1772,0.1971,N
8.126944444,A2,0.3936,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,15,CB16.CB_16_N_2,CB16.CB_16_N_2_15,CB16.CB_16_N_2_A2,0.1772,0.2164,N
8.704166667,A2,0.3877,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,16,CB16.CB_16_N_2,CB16.CB_16_N_2_16,CB16.CB_16_N_2_A2,0.1772,0.2105,N
9.281111111,A2,0.3996,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,17,CB16.CB_16_N_2,CB16.CB_16_N_2_17,CB16.CB_16_N_2_A2,0.1772,0.2224,N
9.858055556,A2,0.4079,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,18,CB16.CB_16_N_2,CB16.CB_16_N_2_18,CB16.CB_16_N_2_A2,0.1772,0.2307,N
10.43527778,A2,0.4163,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,19,CB16.CB_16_N_2,CB16.CB_16_N_2_19,CB16.CB_16_N_2_A2,0.1772,0.2391,N
11.01222222,A2,0.4177,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,20,CB16.CB_16_N_2,CB16.CB_16_N_2_20,CB16.CB_16_N_2_A2,0.1772,0.2405,N
11.58833333,A2,0.4322,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,21,CB16.CB_16_N_2,CB16.CB_16_N_2_21,CB16.CB_16_N_2_A2,0.1772,0.255,N
12.16555556,A2,0.4462,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,22,CB16.CB_16_N_2,CB16.CB_16_N_2_22,CB16.CB_16_N_2_A2,0.1772,0.269,N
12.74166667,A2,0.4534,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,23,CB16.CB_16_N_2,CB16.CB_16_N_2_23,CB16.CB_16_N_2_A2,0.1772,0.2762,N
13.31833333,A2,0.4449,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,24,CB16.CB_16_N_2,CB16.CB_16_N_2_24,CB16.CB_16_N_2_A2,0.1772,0.2677,N
13.89527778,A2,0.4636,ERI,0.21,1,ERI_1,TOL,TOL_8,0,8,2,ERI_TOL,ERI_1_TOL_8,ERI_0.21_TOL_0.00,A,2,Q2,25,CB16.CB_16_N_2,CB16.CB_16_N_2_25,CB16.CB_16_N_2_A2,0.1772,0.2864,N
0,A3,0.1743,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,1,CB16.CB_16_N_2,CB16.CB_16_N_2_1,CB16.CB_16_N_2_A3,0.1743,0,N
0.577222222,A3,0.1949,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,2,CB16.CB_16_N_2,CB16.CB_16_N_2_2,CB16.CB_16_N_2_A3,0.1743,0,N
1.154166667,A3,0.3121,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,3,CB16.CB_16_N_2,CB16.CB_16_N_2_3,CB16.CB_16_N_2_A3,0.1743,0.06675,N
1.731388889,A3,0.3078,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,4,CB16.CB_16_N_2,CB16.CB_16_N_2_4,CB16.CB_16_N_2_A3,0.1743,0.0941,N
2.365555556,A3,0.1757,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,5,CB16.CB_16_N_2,CB16.CB_16_N_2_5,CB16.CB_16_N_2_A3,0.1743,0.12145,N
2.933055556,A3,0.2837,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,6,CB16.CB_16_N_2,CB16.CB_16_N_2_6,CB16.CB_16_N_2_A3,0.1743,0.1094,N
3.510277778,A3,0.3163,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,7,CB16.CB_16_N_2,CB16.CB_16_N_2_7,CB16.CB_16_N_2_A3,0.1743,0.142,N
4.0875,A3,0.3253,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,8,CB16.CB_16_N_2,CB16.CB_16_N_2_8,CB16.CB_16_N_2_A3,0.1743,0.151,N
4.664722222,A3,0.3333,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,9,CB16.CB_16_N_2,CB16.CB_16_N_2_9,CB16.CB_16_N_2_A3,0.1743,0.159,N
5.241388889,A3,0.3319,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,10,CB16.CB_16_N_2,CB16.CB_16_N_2_10,CB16.CB_16_N_2_A3,0.1743,0.16325,N
5.818611111,A3,0.3418,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,11,CB16.CB_16_N_2,CB16.CB_16_N_2_11,CB16.CB_16_N_2_A3,0.1743,0.1675,N
6.395555556,A3,0.3525,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,12,CB16.CB_16_N_2,CB16.CB_16_N_2_12,CB16.CB_16_N_2_A3,0.1743,0.1782,N
6.972777778,A3,0.3609,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,13,CB16.CB_16_N_2,CB16.CB_16_N_2_13,CB16.CB_16_N_2_A3,0.1743,0.18825,N
7.55,A3,0.3726,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,14,CB16.CB_16_N_2,CB16.CB_16_N_2_14,CB16.CB_16_N_2_A3,0.1743,0.1983,N
8.126944444,A3,0.3916,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,15,CB16.CB_16_N_2,CB16.CB_16_N_2_15,CB16.CB_16_N_2_A3,0.1743,0.2173,N
8.704166667,A3,0.3844,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,16,CB16.CB_16_N_2,CB16.CB_16_N_2_16,CB16.CB_16_N_2_A3,0.1743,0.2101,N
9.281111111,A3,0.3994,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,17,CB16.CB_16_N_2,CB16.CB_16_N_2_17,CB16.CB_16_N_2_A3,0.1743,0.2251,N
9.858055556,A3,0.4129,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,18,CB16.CB_16_N_2,CB16.CB_16_N_2_18,CB16.CB_16_N_2_A3,0.1743,0.2386,N
10.43527778,A3,0.4208,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,19,CB16.CB_16_N_2,CB16.CB_16_N_2_19,CB16.CB_16_N_2_A3,0.1743,0.2465,N
11.01222222,A3,0.4224,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,20,CB16.CB_16_N_2,CB16.CB_16_N_2_20,CB16.CB_16_N_2_A3,0.1743,0.2481,N
11.58833333,A3,0.4366,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,21,CB16.CB_16_N_2,CB16.CB_16_N_2_21,CB16.CB_16_N_2_A3,0.1743,0.2623,N
12.16555556,A3,0.4423,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,22,CB16.CB_16_N_2,CB16.CB_16_N_2_22,CB16.CB_16_N_2_A3,0.1743,0.268,N
12.74166667,A3,0.454,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,23,CB16.CB_16_N_2,CB16.CB_16_N_2_23,CB16.CB_16_N_2_A3,0.1743,0.2797,N
13.31833333,A3,0.4468,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,24,CB16.CB_16_N_2,CB16.CB_16_N_2_24,CB16.CB_16_N_2_A3,0.1743,0.2725,N
13.89527778,A3,0.4602,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,1,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,3,Q1,25,CB16.CB_16_N_2,CB16.CB_16_N_2_25,CB16.CB_16_N_2_A3,0.1743,0.2859,N
0,A4,0.173,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,1,CB16.CB_16_N_2,CB16.CB_16_N_2_1,CB16.CB_16_N_2_A4,0.173,0,N
0.577222222,A4,0.176,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,2,CB16.CB_16_N_2,CB16.CB_16_N_2_2,CB16.CB_16_N_2_A4,0.173,0,N
1.154166667,A4,0.2658,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,3,CB16.CB_16_N_2,CB16.CB_16_N_2_3,CB16.CB_16_N_2_A4,0.173,0.0476,N
1.731388889,A4,0.2682,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,4,CB16.CB_16_N_2,CB16.CB_16_N_2_4,CB16.CB_16_N_2_A4,0.173,0.06585,N
2.365555556,A4,0.1756,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,5,CB16.CB_16_N_2,CB16.CB_16_N_2_5,CB16.CB_16_N_2_A4,0.173,0.0841,N
2.933055556,A4,0.246,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,6,CB16.CB_16_N_2,CB16.CB_16_N_2_6,CB16.CB_16_N_2_A4,0.173,0.073,N
3.510277778,A4,0.2805,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,7,CB16.CB_16_N_2,CB16.CB_16_N_2_7,CB16.CB_16_N_2_A4,0.173,0.1075,N
4.0875,A4,0.2905,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,8,CB16.CB_16_N_2,CB16.CB_16_N_2_8,CB16.CB_16_N_2_A4,0.173,0.1175,N
4.664722222,A4,0.2965,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,9,CB16.CB_16_N_2,CB16.CB_16_N_2_9,CB16.CB_16_N_2_A4,0.173,0.1235,N
5.241388889,A4,0.2944,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,10,CB16.CB_16_N_2,CB16.CB_16_N_2_10,CB16.CB_16_N_2_A4,0.173,0.1276,N
5.818611111,A4,0.3047,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,11,CB16.CB_16_N_2,CB16.CB_16_N_2_11,CB16.CB_16_N_2_A4,0.173,0.1317,N
6.395555556,A4,0.3149,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,12,CB16.CB_16_N_2,CB16.CB_16_N_2_12,CB16.CB_16_N_2_A4,0.173,0.1419,N
6.972777778,A4,0.3243,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,13,CB16.CB_16_N_2,CB16.CB_16_N_2_13,CB16.CB_16_N_2_A4,0.173,0.1514,N
7.55,A4,0.3339,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,14,CB16.CB_16_N_2,CB16.CB_16_N_2_14,CB16.CB_16_N_2_A4,0.173,0.1609,N
8.126944444,A4,0.3528,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,15,CB16.CB_16_N_2,CB16.CB_16_N_2_15,CB16.CB_16_N_2_A4,0.173,0.1798,N
8.704166667,A4,0.3465,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,16,CB16.CB_16_N_2,CB16.CB_16_N_2_16,CB16.CB_16_N_2_A4,0.173,0.1735,N
9.281111111,A4,0.3617,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,17,CB16.CB_16_N_2,CB16.CB_16_N_2_17,CB16.CB_16_N_2_A4,0.173,0.1887,N
9.858055556,A4,0.3754,ERI,0.181,2,ERI_2,TOL,TOL_8,0,8,2,ERI_TOL,ERI_2_TOL_8,ERI_0.18_TOL_0.00,A,4,Q2,18,CB16.CB_16_N_2,CB16.CB_16_N_2_18,CB16.CB_16_N_2_A4,0.173,0.2024,N
