"Time_h","Well","OD","Drug_h","Conc_h","Conch_flag","DRUGH_FLAG","Drug_v","DRUGV_FLAG","Conc_v","Concv_flag","Comb_id","Comb","Comb_flags","Full.name","Well_letter","Well_number","quadrant.id","Time_points","plate_id","plate_tp","plate_wellID","strain","mean_1sttp","OD_no1st"
0,"A1",0.1516,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",1,"P8_M_2","P8_M_2_1","P8_M_2_A1","M",0.1516,0
0.577777777777778,"A1",0.1919,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",2,"P8_M_2","P8_M_2_2","P8_M_2_A1","M",0.1516,0
1.155,"A1",0.1893,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",3,"P8_M_2","P8_M_2_3","P8_M_2_A1","M",0.1516,0.0377
1.73166666666667,"A1",0.163,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",4,"P8_M_2","P8_M_2_4","P8_M_2_A1","M",0.1516,0.0114
2.30805555555556,"A1",0.1799,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",5,"P8_M_2","P8_M_2_5","P8_M_2_A1","M",0.1516,0.0283
2.88555555555556,"A1",0.1676,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",6,"P8_M_2","P8_M_2_6","P8_M_2_A1","M",0.1516,0.016
3.46305555555556,"A1",0.1738,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",7,"P8_M_2","P8_M_2_7","P8_M_2_A1","M",0.1516,0.0222
4.03972222222222,"A1",0.1759,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",8,"P8_M_2","P8_M_2_8","P8_M_2_A1","M",0.1516,0.0243
4.61611111111111,"A1",0.1865,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",9,"P8_M_2","P8_M_2_9","P8_M_2_A1","M",0.1516,0.0349
5.19361111111111,"A1",0.1842,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",10,"P8_M_2","P8_M_2_10","P8_M_2_A1","M",0.1516,0.0326
5.77027777777778,"A1",0.1846,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",11,"P8_M_2","P8_M_2_11","P8_M_2_A1","M",0.1516,0.033
6.34722222222222,"A1",0.1802,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",12,"P8_M_2","P8_M_2_12","P8_M_2_A1","M",0.1516,0.0286
6.92333333333333,"A1",0.1702,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",13,"P8_M_2","P8_M_2_13","P8_M_2_A1","M",0.1516,0.0186
7.50083333333333,"A1",0.1746,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",14,"P8_M_2","P8_M_2_14","P8_M_2_A1","M",0.1516,0.023
8.07805555555556,"A1",0.1825,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",15,"P8_M_2","P8_M_2_15","P8_M_2_A1","M",0.1516,0.0309
8.65444444444445,"A1",0.1817,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",16,"P8_M_2","P8_M_2_16","P8_M_2_A1","M",0.1516,0.0301
9.23111111111111,"A1",0.1724,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",17,"P8_M_2","P8_M_2_17","P8_M_2_A1","M",0.1516,0.0208
9.80777777777778,"A1",0.1803,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",18,"P8_M_2","P8_M_2_18","P8_M_2_A1","M",0.1516,0.0287
10.3847222222222,"A1",0.1752,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",19,"P8_M_2","P8_M_2_19","P8_M_2_A1","M",0.1516,0.0236
10.9616666666667,"A1",0.1631,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",20,"P8_M_2","P8_M_2_20","P8_M_2_A1","M",0.1516,0.0115
11.5380555555556,"A1",0.1853,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",21,"P8_M_2","P8_M_2_21","P8_M_2_A1","M",0.1516,0.0337
12.1144444444444,"A1",0.159,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",22,"P8_M_2","P8_M_2_22","P8_M_2_A1","M",0.1516,0.00739999999999999
12.6916666666667,"A1",0.1733,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",23,"P8_M_2","P8_M_2_23","P8_M_2_A1","M",0.1516,0.0217
13.2680555555556,"A1",0.1781,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",24,"P8_M_2","P8_M_2_24","P8_M_2_A1","M",0.1516,0.0265
13.8452777777778,"A1",0.1925,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",25,"P8_M_2","P8_M_2_25","P8_M_2_A1","M",0.1516,0.0409
0,"A2",0.1475,"Ery_S",0.7,1,"Ery_S_1","CUM","CUM_1",160,1,2,"Ery_S_CUM","Ery_S_1_CUM_1","Ery_S_0.7_CUM_160","A",2,"Q2",1,"P8_M_2","P8_M_2_1","P8_M_2_A2","M",0.1475,0
0.577777777777778,"A2",0.1835,"Ery_S",0.7,1,"Ery_S_1","CUM","CUM_1",160,1,2,"Ery_S_CUM","Ery_S_1_CUM_1","Ery_S_0.7_CUM_160","A",2,"Q2",2,"P8_M_2","P8_M_2_2","P8_M_2_A2","M",0.1475,0
1.155,"A2",0.166,"Ery_S",0.7,1,"Ery_S_1","CUM","CUM_1",160,1,2,"Ery_S_CUM","Ery_S_1_CUM_1","Ery_S_0.7_CUM_160","A",2,"Q2",3,"P8_M_2","P8_M_2_3","P8_M_2_A2","M",0.1475,0.0185
1.73166666666667,"A2",0.1567,"Ery_S",0.7,1,"Ery_S_1","CUM","CUM_1",160,1,2,"Ery_S_CUM","Ery_S_1_CUM_1","Ery_S_0.7_CUM_160","A",2,"Q2",4,"P8_M_2","P8_M_2_4","P8_M_2_A2","M",0.1475,0.00920000000000001
2.30805555555556,"A2",0.1617,"Ery_S",0.7,1,"Ery_S_1","CUM","CUM_1",160,1,2,"Ery_S_CUM","Ery_S_1_CUM_1","Ery_S_0.7_CUM_160","A",2,"Q2",5,"P8_M_2","P8_M_2_5","P8_M_2_A2","M",0.1475,0.0142
2.88555555555556,"A2",0.1537,"Ery_S",0.7,1,"Ery_S_1","CUM","CUM_1",160,1,2,"Ery_S_CUM","Ery_S_1_CUM_1","Ery_S_0.7_CUM_160","A",2,"Q2",6,"P8_M_2","P8_M_2_6","P8_M_2_A2","M",0.1475,0.00620000000000001
3.46305555555556,"A2",0.1534,"Ery_S",0.7,1,"Ery_S_1","CUM","CUM_1",160,1,2,"Ery_S_CUM","Ery_S_1_CUM_1","Ery_S_0.7_CUM_160","A",2,"Q2",7,"P8_M_2","P8_M_2_7","P8_M_2_A2","M",0.1475,0.00590000000000002
