"Time_h","Well","OD","Drug_h","Conc_h","Conch_flag","DRUGH_FLAG","Drug_v","DRUGV_FLAG","Conc_v","Concv_flag","Comb_id","Comb","Comb_flags","Full.name","Well_letter","Well_number","quadrant.id","Time_points","plate_id","plate_tp","plate_wellID","strain","mean_1sttp","OD_no1st"
0,"A1",0.159,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",1,"P1_K_3","P1_K_3_1","P1_K_3_A1","K",0.159,0
0.576666666666667,"A1",0.1766,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",2,"P1_K_3","P1_K_3_2","P1_K_3_A1","K",0.159,0
1.15361111111111,"A1",0.2366,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",3,"P1_K_3","P1_K_3_3","P1_K_3_A1","K",0.159,0.0776
1.73027777777778,"A1",0.2345,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",4,"P1_K_3","P1_K_3_4","P1_K_3_A1","K",0.159,0.0755
2.30722222222222,"A1",0.2265,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",5,"P1_K_3","P1_K_3_5","P1_K_3_A1","K",0.159,0.0675
2.88388888888889,"A1",0.2211,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",6,"P1_K_3","P1_K_3_6","P1_K_3_A1","K",0.159,0.0621
3.46083333333333,"A1",0.2257,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",7,"P1_K_3","P1_K_3_7","P1_K_3_A1","K",0.159,0.0667
4.0375,"A1",0.2219,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",8,"P1_K_3","P1_K_3_8","P1_K_3_A1","K",0.159,0.0629
4.61444444444444,"A1",0.2156,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",9,"P1_K_3","P1_K_3_9","P1_K_3_A1","K",0.159,0.0566
5.19138888888889,"A1",0.2128,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",10,"P1_K_3","P1_K_3_10","P1_K_3_A1","K",0.159,0.0538
5.76833333333333,"A1",0.21,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",11,"P1_K_3","P1_K_3_11","P1_K_3_A1","K",0.159,0.051
6.34527777777778,"A1",0.2166,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",12,"P1_K_3","P1_K_3_12","P1_K_3_A1","K",0.159,0.0576
6.92194444444445,"A1",0.2292,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",13,"P1_K_3","P1_K_3_13","P1_K_3_A1","K",0.159,0.0702
7.49805555555556,"A1",0.2136,"Ery_P",0.21,1,"Ery_P_1","CUM","CUM_1",160,1,1,"Ery_P_CUM","Ery_P_1_CUM_1","Ery_P_0.21_CUM_160","A",1,"Q1",14,"P1_K_3","P1_K_3_14","P1_K_3_A1","K",0.159,0.0546
